date,is_boarded,fire,homeless,address,zip_code,ward,community_area,geometry,PRI_NEIGH
2018-07-30,1,1,0,1430 W 115th st,60643,34,75,"c(-87.6579570321231, 41.6848697960767)",West Pullman
2018-07-30,1,0,0,8509 S laflin st,60620,21,71,"c(-87.6607217565421, 41.73930278782)",Auburn Gresham
2018-07-30,0,0,1,5623 S paulina st,NA,16,67,"c(-87.6669579409801, 41.7917588078769)",Englewood
2017-08-22,0,0,0,11623 S church st,60643,34,75,"c(-87.670373852911, 41.6823659902302)",Morgan Park
2018-07-30,0,1,1,1336 W 56th st,60636,16,67,"c(-87.6585421404895, 41.792293596136)",Englewood
2017-07-27,0,0,0,7647 S dante ave,60619,5,43,"c(-87.5895167434502, 41.7560513551185)",South Shore
2017-08-22,0,0,0,6833 S calumet ave,60637,20,69,"c(-87.6169983327698, 41.7705199249594)",Grand Crossing
2017-08-22,0,1,0,644 N st louis ave,60624,27,23,"c(-87.7137901311012, 41.8926342166321)",Humboldt Park
2017-08-22,0,0,0,7519 S essex ave,60649,7,43,"c(-87.5639418373682, 41.7586698396161)",South Shore
2017-08-22,0,0,0,1408 E 91st st,60619,8,48,"c(-87.5900889219896, 41.7295399549964)",Calumet Heights
2017-08-22,0,0,0,7435 S champlain ave,60619,6,69,"c(-87.6090783549218, 41.7596982433327)",Grand Crossing
2018-07-30,0,0,1,5637 S paulina st,60636,16,67,"c(-87.6669507094228, 41.791501077367)",Englewood
2018-07-30,0,0,0,1718 E 79th st,60649,8,43,"c(-87.5824203225279, 41.751525787813)",South Chicago
2017-08-22,0,0,0,700 E 105th st,60628,9,50,"c(-87.6062341733918, 41.7037725832319)",Pullman
2018-07-30,0,0,1,1454 E 69th st,60637,5,43,"c(-87.5892128111017, 41.7696649309087)",South Shore
2017-08-22,0,0,1,4100 W 21st st,60623,24,29,"c(-87.7272412905185, 41.8534634301094)",North Lawndale
2018-07-30,0,0,1,6226 S champlain ave,60637,20,42,"c(-87.6096104795563, 41.781689527322)",Woodlawn
2017-08-23,0,1,1,6411 S may st,60621,16,68,"c(-87.6532344409804, 41.7776068457806)",Englewood
2017-08-23,0,0,0,4529 W jackson blvd,60624,28,26,"c(-87.7389555818662, 41.8769180295712)",Garfield Park
2017-08-23,0,0,0,7957 S colfax ave,60617,7,46,"c(-87.561367725838, 41.7507502038274)",South Chicago
2017-08-23,1,0,0,7048 S aberdeen st,60621,6,68,"c(-87.651713827076, 41.7660297421294)",Englewood
2018-07-30,1,1,0,6831 S paulina st,60636,17,67,"c(-87.6663803703564, 41.7697726259857)",Englewood
2017-08-23,0,0,0,2605 E 76th st,60649,7,43,"c(-87.5613022221368, 41.757236628194)",South Shore
2017-08-23,0,0,0,5329 W north ave,60639,37,25,"c(-87.7593302718884, 41.9094551831884)",Austin
2017-08-23,0,0,1,420 W 66th pl,60621,6,68,"c(-87.6352733555978, 41.7735383178433)",Englewood
2017-08-23,0,0,1,8724 S winchester ave,60620,21,71,"c(-87.6706566789681, 41.7352347432678)",Auburn Gresham
2017-07-13,0,0,0,3142 W 40th pl,60632,12,58,"c(-87.7030138652568, 41.8199158454045)",Brighton Park
2017-08-23,1,0,0,100 W marquette rd,60621,6,69,"c(-87.6275580822619, 41.7727067546574)",Grand Crossing
2017-08-23,1,0,0,4322 W 21st st,60623,24,29,"c(-87.7326654582022, 41.8533889630352)",North Lawndale
2017-08-23,0,0,0,8644 S manistee ave,60617,7,46,"c(-87.5575233405356, 41.7383145627487)",South Chicago
2017-08-23,0,0,0,1921 N richmond st,60647,1,22,"c(-87.7004176519591, 41.9160274758876)",Logan Square
2017-08-23,0,0,0,9355 S perry ave,60620,21,49,"c(-87.6263099040677, 41.7243333427151)",Roseland
2017-08-23,0,0,0,6109 S normal blvd,60621,20,68,"c(-87.6375679567401, 41.7832490807522)",Englewood
2017-08-23,0,0,0,8640 S manistee ave,60617,7,46,"c(-87.5575242872444, 41.7383881165068)",South Chicago
2017-08-23,0,0,0,8634 S manistee ave,60617,7,46,"c(-87.5575258937971, 41.7384981739709)",South Chicago
2017-08-23,0,1,1,1441 W 68th st,60636,17,67,"c(-87.6604909236554, 41.7704221666936)",Englewood
2017-08-23,0,0,0,1737 W cullerton st,60608,25,31,"c(-87.6697053573458, 41.8550065960041)",Lower West Side
2017-08-24,0,0,0,8743 S kimbark ave,60619,8,48,"c(-87.5929744049159, 41.735747496204)",Calumet Heights
2017-08-24,1,0,0,706 W 116th st,60628,34,53,"c(-87.6399921998765, 41.6840244177913)",West Pullman
2017-08-24,0,0,0,7031 S may st,60621,6,68,"c(-87.6529334890134, 41.766322472974)",Englewood
2017-08-24,0,0,1,7634 S vernon ave,60619,6,69,"c(-87.6138288341319, 41.7559813886492)",Grand Crossing
2017-08-24,0,0,0,3547 W shakespeare ave,60647,35,22,"c(-87.7154297686012, 41.9200458792222)",Logan Square
2017-08-24,0,0,1,3919 W flournoy st,60624,24,26,"c(-87.7234179000951, 41.8725616259146)",Garfield Park
2017-08-24,0,0,1,7708 S drexel ave,60619,8,69,"c(-87.6028421397766, 41.7548148452688)",Grand Crossing
2017-08-24,1,0,0,1736 W steuben st,60643,34,75,"c(-87.6644266481729, 41.6870052323912)",Morgan Park
2017-08-24,0,0,1,11747 S union ave,60628,34,53,"c(-87.6402608925941, 41.6806099472926)",West Pullman
2017-08-24,0,0,1,7445 S evans ave,60619,6,69,"c(-87.6066533006334, 41.759554001532)",Grand Crossing
2017-08-24,0,0,0,5409 W devon ave,60646,39,12,"c(-87.7641648374135, 41.9973302944532)","Sauganash,Forest Glen"
2017-08-31,0,0,0,5827 S prairie ave,60637,20,40,"c(-87.619073997131, 41.7887994898792)",Washington Park
2017-08-25,0,0,1,12244 S may st,60643,34,53,"c(-87.65022623608, 41.6714225637491)",West Pullman
2017-08-25,0,0,1,3156 S may st,60608,11,60,"c(-87.6547682889445, 41.8366991220494)",Bridgeport
2017-08-25,0,1,0,6340 W belmont ave,60634,36,17,"c(-87.7845256961424, 41.9383392792536)",Belmont Cragin
2017-08-25,0,0,0,6400 S claremont ave,60636,16,66,"c(-87.6822393342544, 41.7774121214514)",Chicago Lawn
2018-07-31,0,0,0,8014 S jeffery blvd,60617,8,46,"c(-87.5759451353629, 41.749531261939)",South Chicago
2017-08-25,0,0,1,107 W 117th st,60628,34,53,"c(-87.6254927146149, 41.6816290330018)",West Pullman
2017-08-25,0,0,0,6412 S claremont ave,60636,16,66,"c(-87.6822334951002, 41.7771919959103)",Chicago Lawn
2017-08-25,0,0,0,8550 S sangamon st,60620,21,71,"c(-87.6473689044129, 41.7396536938713)",Auburn Gresham
2017-08-25,1,0,0,7246 S may st,60621,6,68,"c(-87.6528327615666, 41.7624105201205)",Englewood
2017-08-25,0,0,0,7257 S peoria st,60621,6,68,"c(-87.6467641483392, 41.7622975016952)",Englewood
2018-07-31,0,0,0,12519 S emerald ave,60628,34,53,"c(-87.6403300986536, 41.6665591558562)",West Pullman
2017-08-25,0,0,0,4855 S leclaire ave,60638,22,56,"c(-87.7504123554094, 41.8046879350816)",Garfield Ridge
2018-07-31,0,0,0,4128 W 21st st,60623,24,29,"c(-87.727931447785, 41.8534538976337)",North Lawndale
2018-07-31,0,0,1,6232 S wabash ave,60637,20,40,"c(-87.6237343133971, 41.7812810100625)",Washington Park
2017-08-25,1,0,0,10004 S union ave,60628,34,73,"c(-87.6405529256215, 41.7123440421593)",Washington Heights
2017-08-26,0,0,0,1500 E 71st st,60619,5,43,"c(-87.5886353354602, 41.7661346165583)",South Shore
2017-08-26,0,0,0,6917 S dorchester ave,60637,5,43,"c(-87.5910740171873, 41.7692272547958)",South Shore
2017-08-26,0,0,0,1750 E 83rd st,60617,8,45,"c(-87.5814229573704, 41.74425940149)",Avalon Park
2017-08-26,0,0,0,3218 W polk st,60624,24,27,"c(-87.7062670042023, 41.870954642464)",Garfield Park
2017-08-26,0,0,0,6353 S wolcott ave,60636,15,67,"c(-87.6714708640811, 41.7783897600777)",Englewood
2018-07-31,1,0,1,6430 S harvard ave,60621,20,68,"c(-87.6333689316897, 41.7776335560126)",Englewood
2017-08-26,0,0,0,638 E 65th st,60637,20,42,"c(-87.6093907157308, 41.77671537982)",Woodlawn
2018-07-31,0,0,0,6918 S carpenter st,60621,6,68,"c(-87.6505634528818, 41.7684173303106)",Englewood
2017-08-26,0,0,1,735 E 92nd pl,60619,9,44,"c(-87.6061476910298, 41.7265936737394)",Chatham
2017-08-26,0,0,0,6347 S wolcott ave,60636,15,67,"c(-87.6714737252753, 41.7784985750356)",Englewood
2017-08-26,0,0,0,7151 S may st,60621,6,68,"c(-87.652876104886, 41.7641363924426)",Englewood
2018-08-03,1,0,0,4409 S normal ave,60609,11,61,"c(-87.6383669846192, 41.8142315688174)",New City
2018-08-03,0,0,0,10229 S oglesby ave,60617,7,51,"c(-87.56573671938, 41.7093537929757)",South Deering
2018-08-03,0,0,0,11613 S campbell ave,60655,19,75,"c(-87.6833152291093, 41.6824559790185)",Morgan Park
2018-08-03,0,0,0,6623 S perry ave,60621,6,69,"c(-87.6284010230703, 41.7741357806748)",Grand Crossing
2018-08-03,0,0,1,7931 S dante ave,60619,8,45,"c(-87.5894660893678, 41.7508781467355)",Avalon Park
2017-08-27,0,0,1,6650 S honore st,60636,15,67,"c(-87.6701476463226, 41.7739372104187)",Englewood
2017-08-27,0,1,0,8101 S burnham ave,60617,7,46,"c(-87.5564701680954, 41.7482061600032)",South Chicago
2017-08-27,0,0,1,339 W 105th st,60628,34,49,"c(-87.631545121803, 41.7034176426684)",Roseland
2017-08-27,0,0,0,7038 S michigan ave,60637,6,69,"c(-87.621722202853, 41.76670032085)",Grand Crossing
2017-08-28,0,0,0,1833 S komensky ave,60623,24,29,"c(-87.7261025475572, 41.8563520881591)",North Lawndale
2017-08-28,0,0,0,1413 W 110th st,60643,34,75,"c(-87.6576003620725, 41.6939922836094)",Morgan Park
2017-08-28,0,0,0,838 N keystone ave,60651,37,23,"c(-87.7273364482663, 41.8960515162274)",Humboldt Park
2017-08-28,1,1,0,1310 E 71st pl,60619,8,43,"c(-87.5931334998131, 41.765071190038)",South Shore
2017-08-28,0,0,0,2 E 114th pl,60628,9,49,"c(-87.6228951939699, 41.6862293936634)",Roseland
2017-08-28,0,0,0,3030 S kostner ave,60623,22,30,"c(-87.7340990026401, 41.8377042150573)",Little Village
2017-08-28,1,0,0,316 W 101st st,60628,9,49,"c(-87.6314388275771, 41.7107162033007)",Roseland
2017-08-28,0,0,0,10734 S langley ave,60628,9,50,"c(-87.6062131455123, 41.6993243182731)",Pullman
2017-08-28,1,0,1,2646 W augusta blvd,60622,26,24,"c(-87.6930082869395, 41.8993174213687)",Humboldt Park
2017-08-28,0,0,1,1753 W 59th st,60636,15,67,"c(-87.6684377725814, 41.786697932382)",Englewood
2017-08-28,0,0,1,11623 S church st,60643,34,75,"c(-87.670373852911, 41.6823659902302)",Morgan Park
2017-08-28,0,0,0,1525 S kenneth ave,60623,24,29,"c(-87.735996361064, 41.8600771173987)",North Lawndale
2017-08-28,0,0,0,6427 S campbell ave,60629,16,66,"c(-87.6860216684111, 41.7769080300383)",Chicago Lawn
2017-08-28,0,0,1,12519 S emerald ave,60628,34,53,"c(-87.6403300986536, 41.6665591558562)",West Pullman
2017-08-28,0,0,1,7418 S peoria st,60621,17,68,"c(-87.6466849024651, 41.7591595836811)",Englewood
2017-08-28,0,0,0,5604 S justine st,60636,16,67,"c(-87.6633034825778, 41.7921505021906)",Englewood
2017-08-28,0,0,0,1951 S spaulding ave,60623,24,29,"c(-87.707766658007, 41.8544562116184)",North Lawndale
2017-09-05,0,1,1,6814 S champlain ave,60637,20,42,"c(-87.6093603240214, 41.7710044343785)",Woodlawn
2017-09-05,0,0,0,11845 S la salle st,60628,34,53,"c(-87.626320017793, 41.6789770312148)",West Pullman
2017-08-28,0,0,0,3627 W shakespeare ave,60647,35,22,"c(-87.7174810363884, 41.9200211563348)",Logan Square
2017-09-05,0,0,1,7137 S prairie ave,60619,6,69,"c(-87.618461947516, 41.7649639584476)",Grand Crossing
2017-09-05,0,1,1,6535 S seeley ave,60636,16,67,"c(-87.6750103483711, 41.7750486307769)",Englewood
2017-09-05,0,0,0,620 N monticello ave,60624,27,23,"c(-87.7174373848828, 41.892146683084)",Humboldt Park
2017-09-05,0,1,1,6533 S seeley ave,60636,16,67,"c(-87.6750114386877, 41.775085410584)",Englewood
2017-09-05,1,0,1,3456 W jackson blvd,60624,28,27,"c(-87.7123572784482, 41.8772568090273)",Garfield Park
2017-09-05,0,0,0,344 W 100th pl,60628,9,49,"c(-87.6317783820437, 41.7116172749266)",Roseland
2017-08-29,0,0,0,11247 S eggleston ave,60628,34,49,"c(-87.6338491409089, 41.6897778416525)",Roseland
2017-08-29,0,0,0,704 E 92nd pl,60619,9,44,"c(-87.6069068673977, 41.7265817353792)",Chatham
2017-08-29,0,0,0,2214 E 83rd st,60617,8,46,"c(-87.5704398882693, 41.7444044831048)",South Chicago
2018-08-01,0,0,0,330 W 110th pl,60628,34,49,"c(-87.6308927022456, 41.693401281178)",Roseland
2017-08-29,0,1,1,6408 S claremont ave,60636,16,66,"c(-87.6822353202065, 41.7772652789277)",Chicago Lawn
2017-08-29,1,0,0,1134 E 44th st,60653,4,39,"c(-87.598093222997, 41.8146356648039)",Kenwood
2018-08-01,0,1,1,3430 S hermitage ave,60608,12,59,"c(-87.6692058945602, 41.8317373696496)",Mckinley Park
2017-08-29,0,0,0,10443 S indiana ave,60628,9,49,"c(-87.6185609160061, 41.704248427952)",Roseland
2017-08-29,0,0,0,11224 S halsted st,60628,34,75,"c(-87.6423098978828, 41.6900963165127)",Morgan Park
2017-08-29,1,0,0,6523 S oakley ave,60636,16,66,"c(-87.68096611315, 41.7751916404922)",Chicago Lawn
2017-08-29,0,0,1,927 W 53rd pl,60609,20,61,"c(-87.6483382095225, 41.7968852298555)",New City
2017-08-30,1,0,0,12228 S normal ave,60628,NA,NA,"c(-87.6344988581636, 41.6719184142174)",West Pullman
2018-08-01,0,0,1,4233 W 21st st,60623,24,29,"c(-87.7304958792157, 41.8534190185374)",North Lawndale
2018-08-01,0,0,0,232 W 108th pl,60628,34,49,"c(-87.6287953217492, 41.6970735209224)",Roseland
2017-08-30,0,0,1,1625 S karlov ave,60623,24,29,"c(-87.7273784740993, 41.8583729781379)",North Lawndale
2018-08-01,0,0,1,5943 S wood st,60636,15,67,"c(-87.6692252326198, 41.7858980698005)",Englewood
2018-08-01,0,0,0,7945 S euclid ave,60617,8,46,"c(-87.5771885668007, 41.7507647906046)",South Chicago
2017-08-30,0,0,0,10742 S beverly ave,60643,34,75,"c(-87.6513171312018, 41.6985092043499)",Morgan Park
2018-08-01,0,0,0,236 W 110th st,60628,34,49,"c(-87.6288220916864, 41.6943378361506)",Roseland
2017-08-30,0,0,0,6608 S lowe ave,60621,6,68,"c(-87.640721023718, 41.7742018476218)",Englewood
2017-08-30,0,0,0,7918 S south shore dr,60617,7,46,"c(-87.5481257215105, 41.7516455291143)",South Chicago
2018-08-01,0,0,0,316 W 109th st,60628,34,49,"c(-87.6307954858668, 41.696138371763)",Roseland
2017-08-30,0,0,0,5741 S hoyne ave,60636,15,67,"c(-87.6766127826431, 41.7894885697943)",Englewood
2018-08-01,1,1,1,3022 N lotus ave,60641,31,19,"c(-87.7627067778542, 41.9353803109121)",Belmont Cragin
2018-08-01,0,0,0,210 W 110th st,60628,34,49,"c(-87.6281896700273, 41.6943452091702)",Roseland
2017-08-30,0,0,1,12845 S sangamon st,60643,34,53,"c(-87.644975464762, 41.6603280944909)",West Pullman
2017-08-30,0,0,0,310 E 118th st,60628,9,53,"c(-87.6161348103493, 41.6799370019497)",West Pullman
2017-08-30,0,0,1,12841 S sangamon st,60643,34,53,"c(-87.6449780246316, 41.6603969929497)",West Pullman
2018-08-01,0,0,0,867 N richmond st,60622,26,24,"c(-87.7005186680203, 41.8972709734378)",Humboldt Park
2018-08-01,0,0,0,1226 W 108th pl,60643,34,75,"c(-87.6528898780433, 41.6967830207088)",Morgan Park
2018-08-02,1,0,0,5602 S wolcott ave,60636,15,67,"c(-87.671815810596, 41.7920876965129)",Englewood
2018-08-02,0,0,0,5926 S winchester ave,60636,16,67,"c(-87.6728755521827, 41.7861636585287)",Englewood
2018-08-02,1,0,0,5627 S winchester ave,60636,NA,NA,"c(-87.6730158533667, 41.7915291259626)",Englewood
2018-08-02,1,0,0,7647 S dante ave,60619,5,43,"c(-87.5895167434502, 41.7560513551185)",South Shore
2018-08-02,0,0,1,303 E 136th st,60827,9,54,"c(-87.6147643909467, 41.6479234908532)",Riverdale
2017-08-31,0,0,0,8223 S morgan st,60620,21,71,"c(-87.6487265088757, 41.744684780813)",Auburn Gresham
2017-08-31,0,0,1,1427 S spaulding ave,60623,24,29,"c(-87.7079817979258, 41.8620479876319)",North Lawndale
2017-08-31,0,0,0,915 W 86th st,60620,21,71,"c(-87.6466887287454, 41.7378465300847)",Auburn Gresham
2017-08-31,0,1,1,4858 S may st,60609,20,61,"c(-87.6539629226505, 41.8058872243415)",New City
2017-08-31,0,0,0,5048 W erie st,60644,37,25,"c(-87.7517940008962, 41.8922148559212)",Austin
2017-08-31,0,0,0,2612 W cortez st,60622,1,24,"c(-87.692183930092, 41.9002386836039)",Humboldt Park
2017-08-31,1,1,0,10814 S indiana ave,60628,9,49,"c(-87.6183903639245, 41.6978601326279)",Roseland
2017-08-31,0,0,0,1506 S kostner ave,60623,24,29,"c(-87.7347878483997, 41.8604462125105)",North Lawndale
2017-08-31,0,0,1,1955 S trumbull ave,60623,24,29,"c(-87.7112421926149, 41.8544963555982)",North Lawndale
2017-08-31,0,1,1,5945 S union ave,60621,20,68,"c(-87.6425136866929, 41.7861691389362)",Englewood
2017-06-07,0,0,0,1913 S trumbull ave,60623,24,29,"c(-87.7112795658584, 41.8553988344429)",North Lawndale
2017-08-31,0,0,0,9718 S jeffery ave,60617,7,51,"c(-87.575261639851, 41.7185029149115)",South Deering
2017-09-01,0,0,0,7624 S drexel ave,60619,8,69,"c(-87.6028799802778, 41.7563443864754)",Grand Crossing
2017-09-01,0,0,0,8047 S peoria st,60620,21,71,"c(-87.6463898591041, 41.7479175368177)",Auburn Gresham
2017-09-01,0,0,0,1046 W 61st st,60621,16,68,"c(-87.6512045055244, 41.7832932771064)",Englewood
2017-09-01,0,0,0,9428 S may st,60620,21,73,"c(-87.6517630601379, 41.7226634864779)",Washington Heights
2017-09-01,0,0,0,6600 S keating ave,60629,13,64,"c(-87.7409107777496, 41.7729843266269)",Clearing
2017-09-01,0,0,1,11745 S union ave,60628,34,53,"c(-87.6402619769384, 41.6806453557897)",West Pullman
2017-09-01,0,0,0,6343 S marshfield ave,60636,16,67,"c(-87.6654494424571, 41.7786537052665)",Englewood
2017-09-01,1,0,1,318 W 112th pl,60628,34,49,"c(-87.6308278952682, 41.6897682641388)",Roseland
2017-09-01,0,0,0,9358 S peoria st,60620,21,73,"c(-87.6457092399565, 41.7237989964358)",Washington Heights
2017-09-02,0,0,0,308 W 60th st,60621,20,68,"c(-87.6330724296667, 41.7854029675015)",Englewood
2017-09-02,0,0,0,1144 W 65th st,60621,16,68,"c(-87.6534092034698, 41.775985571046)",Englewood
2017-09-02,0,0,0,11518 S justine st,60643,34,53,"c(-87.6603795350403, 41.6845073877579)",West Pullman
2017-09-02,0,0,0,5954 S princeton ave,60621,20,68,"c(-87.63276930834, 41.7860256125352)",Englewood
2017-09-02,0,0,0,6643 S racine ave,60636,16,68,"c(-87.6543350626444, 41.7733630068261)",Englewood
2017-09-02,0,0,0,7347 S champlain ave,60619,6,69,"c(-87.6091172585132, 41.761301768613)",Grand Crossing
2017-09-02,0,0,1,6643 S green st,60621,6,68,"c(-87.6458400726463, 41.7734833840144)",Englewood
2017-09-02,0,0,1,8137 S langley ave,60619,6,44,"c(-87.6075400569809, 41.746904688566)",Chatham
2017-09-03,0,0,0,652 N st louis ave,60624,27,23,"c(-87.7137945596857, 41.892782376214)",Humboldt Park
2017-09-03,0,0,1,6646 S honore st,60636,15,67,"c(-87.6701218890064, 41.773092367453)",Englewood
2017-09-03,0,0,1,145 E 111th st,60628,9,49,"c(-87.6193489419419, 41.6926341406351)",Roseland
2018-08-02,0,0,0,10141 S union ave,60628,34,73,"c(-87.6404845588572, 41.709841635999)",Washington Heights
2018-08-02,0,1,0,2935 S lyman st,60608,11,60,"c(-87.653539522731, 41.8408831296852)",Bridgeport
2017-09-04,0,0,1,1239 N pulaski rd,60651,37,23,"c(-87.7263307585604, 41.9037053949818)",Humboldt Park
2018-08-02,1,0,0,6612 S hermitage ave,60636,15,67,"c(-87.6677368195986, 41.773745382191)",Englewood
2017-09-05,0,0,0,11636 S ada st,60643,34,53,"c(-87.6554492681134, 41.6824228142781)",West Pullman
2018-08-02,1,0,0,5811 S wood st,60636,15,67,"c(-87.6692850357804, 41.7881484136344)",Englewood
2018-08-02,1,0,0,6242 S honore st,60636,15,67,"c(-87.6703037300631, 41.7804278534997)",Englewood
2017-09-05,0,0,1,9557 S wallace st,60628,21,73,"c(-87.6383326408325, 41.7204783553989)",Washington Heights
2017-09-05,0,0,0,8521 S aberdeen st,60620,21,71,"c(-87.6510002374566, 41.7392242375213)",Auburn Gresham
2018-08-02,1,0,0,507 E 83rd st,60619,6,44,"c(-87.6120335631983, 41.7438552256567)",Chatham
2018-08-02,1,0,0,5703 S winchester ave,60636,15,67,"c(-87.672982384046, 41.7902339302542)",Englewood
2018-08-02,0,0,0,6651 S wood st,60636,15,67,"c(-87.668915324755, 41.7730144928025)",Englewood
2018-08-02,1,0,1,7112 S prairie ave,60619,6,69,"c(-87.6184726027733, 41.7654239688271)",Grand Crossing
2018-08-02,1,0,0,5623 S winchester ave,60636,15,67,"c(-87.6730173465506, 41.7915980161627)",Englewood
2018-08-02,0,0,0,2115 W homer st,60647,32,22,"c(-87.6804387413173, 41.916935526924)",Bucktown
2018-08-02,1,0,0,6114 S bishop st,60636,16,67,"c(-87.660654409521, 41.7829034799746)",Englewood
2017-09-06,0,0,0,10524 S maryland ave,60628,9,50,"c(-87.6026898108965, 41.7033863510853)",Pullman
2017-09-06,0,0,0,6141 S prairie ave,60637,20,40,"c(-87.6189256135148, 41.7830443831828)",Washington Park
2017-09-06,0,0,1,3022 E 81st st,60617,7,46,"c(-87.550725675871, 41.748304370445)",South Chicago
2017-09-06,0,0,1,11412 S calumet ave,60628,9,49,"c(-87.6144163586358, 41.6868608343297)",Roseland
2017-09-06,0,0,0,1042 W 108th st,60643,34,75,"c(-87.6489031552331, 41.6977411638233)",Morgan Park
2017-09-06,0,0,0,1301 W 97th st,60643,21,73,"c(-87.6553206164677, 41.7180954678174)",Washington Heights
2017-09-06,0,0,0,7433 S champlain ave,60619,6,69,"c(-87.6090794074326, 41.7597350235656)",Grand Crossing
2017-09-06,0,1,0,6120 S hermitage ave,60636,15,67,"c(-87.6679304962686, 41.7825846700068)",Englewood
2017-09-06,0,0,0,12638 S harvard ave,60628,9,53,"c(-87.6306193882117, 41.6644975692391)",West Pullman
2018-08-03,0,0,0,210 W division st,60610,2,8,"c(-87.6346303038391, 41.903851369399)",River North
2018-08-03,1,0,0,1315 S homan ave,60623,24,29,"c(-87.7104662061816, 41.8637857501807)",North Lawndale
2018-08-04,1,0,1,1040 N avers ave,60651,37,23,"c(-87.7225535597669, 41.8997898918149)",Humboldt Park
2018-08-04,1,0,1,6121 S racine ave,60636,16,68,"c(-87.6545848551042, 41.7828596915606)",Englewood
2018-08-04,0,0,0,1333 S millard ave,60623,24,29,"c(-87.7165561586144, 41.8634454466622)",North Lawndale
2018-08-05,0,0,1,550 E 104th pl,60628,9,49,"c(-87.6095123521612, 41.7046353550851)",Roseland
2017-09-07,1,0,0,1648 E 85th pl,60617,8,45,"c(-87.5840763135954, 41.7396671976948)",Avalon Park
2017-09-07,0,0,0,7717 S sangamon st,60620,17,71,"c(-87.647766623049, 41.7539147919898)",Auburn Gresham
